TEMP_C,PRESSURE_PA,PING_TIME_US
21.90,99288,10264
21.80,99278,10292
21.90,99286,10213
21.90,99280,10292
21.90,99282,10239
21.80,99284,10394
21.90,99283,10263
21.90,99285,10266
21.90,99287,10292
21.90,99281,10238
21.90,99280,10264
21.90,99281,10289
21.90,99284,10418
21.90,99275,10213
21.90,99286,10238
21.90,99279,10266
21.90,99285,10266
21.90,99276,10266
21.90,99281,10266
21.90,99283,10238
21.90,99280,10213
21.90,99281,10266
21.90,99277,10292
21.90,99282,10239
21.90,99282,10266
21.90,99281,10266
21.90,99288,10259
21.90,99278,10266
21.90,99280,10238
21.80,99278,10238
21.90,99280,10315
21.80,99282,10288
21.80,99284,10264
21.90,99285,10266
21.80,99276,10291
21.80,99285,10291
21.80,99280,10342
21.80,99281,10210
21.80,99282,10238
21.80,99280,10238
21.80,99285,10266
21.80,99281,10291
21.80,99280,10264
21.80,99289,10262
21.80,99279,10368
21.80,99282,10392
21.80,99282,10262
21.80,99285,10259
21.80,99286,10264
21.80,99287,10291
21.80,99279,10264
21.80,99283,10212
21.80,99283,10264
21.90,99284,10444
21.80,99286,10207
21.80,99284,10264
21.80,99287,10266
21.80,99288,10291
21.80,99285,10292
21.80,99285,10241
21.80,99285,10239
21.80,99282,10239
21.80,99284,10344
21.80,99282,10241
21.80,99283,10285
21.80,99280,10344
21.80,99280,10241
21.80,99280,10241
21.80,99284,10268
21.80,99282,10293
21.80,99292,10268
21.80,99292,10266
21.80,99288,10241
21.80,99286,10266
21.80,99284,10259
21.80,99286,10344
21.80,99287,10214
21.80,99287,10317
21.80,99287,10238
21.80,99289,10266
21.80,99289,10266
21.80,99283,10259
21.80,99283,10266
21.80,99289,10241
21.70,99304,10178
21.70,99309,10392
21.70,99313,10367
21.70,99312,10263
21.70,99307,10256
21.70,99314,10314
21.70,99309,10289
21.70,99309,10235
21.70,99312,10382
21.70,99308,10365
21.70,99314,10235
21.70,99314,10237
21.70,99316,10263
21.70,99308,10235
21.70,99306,10235
21.70,99312,10208
21.70,99306,10263
21.70,99314,10235
21.70,99311,10235
21.70,99309,10364
21.70,99310,10235
21.70,99311,10280
21.70,99309,10234
21.70,99309,10260
21.70,99307,10287
21.70,99306,10260
21.70,99308,10260
21.70,99310,10288
21.70,99309,10287
21.70,99310,10235
21.70,99309,10260
21.70,99306,10333
21.70,99306,10339
21.70,99312,10288
21.70,99308,10238
21.70,99311,10235
21.70,99307,10441
21.70,99310,10390
21.70,99313,10389
21.70,99309,10314
21.70,99310,10262
21.70,99315,10263
21.70,99313,10263
21.70,99312,10360
21.70,99317,10315
21.70,99312,10263
21.70,99312,10237
21.70,99309,10289
21.70,99314,10212
21.70,99309,10262
21.70,99310,10256
21.70,99317,10340
21.70,99313,10262
21.70,99309,10365
21.70,99306,10263
21.70,99313,10263
21.70,99308,10518
21.70,99311,10263
21.70,99306,10283
21.70,99305,10340
21.70,99315,10317
21.70,99309,10266
21.70,99310,10241
21.70,99310,10213
21.70,99310,10241
21.70,99309,10289
21.70,99307,10241
21.70,99306,10423
21.70,99308,10292
21.70,99313,10214
21.70,99311,10343
21.70,99308,10212
21.70,99312,10336
21.70,99309,10419
21.70,99310,10264
21.70,99310,10238
21.70,99313,10259
21.70,99311,10238
21.70,99300,10368
21.70,99309,10264
21.70,99312,10338
21.70,99316,10263
21.70,99314,10289
21.70,99312,10263
21.70,99314,10262
21.70,99308,10288
21.70,99313,10210
21.70,99314,10210
21.70,99312,10289
21.70,99316,10262
21.70,99312,10235
21.70,99315,10235
21.70,99312,10234
21.70,99310,10235
21.70,99316,10287
21.70,99310,10260
21.70,99316,10229
21.70,99316,10315
21.70,99314,10291
21.70,99314,10238
21.70,99316,10291
21.70,99313,10263
21.70,99314,10393
21.70,99311,10238
21.70,99305,10365
21.70,99312,10210
21.70,99317,10238
21.70,99310,10238
21.70,99311,10291
21.70,99312,10291
21.70,99313,10283
21.70,99316,10342
21.70,99317,10263
21.70,99310,10238
21.70,99313,10238
21.70,99316,10291
21.70,99312,10263
21.70,99314,10234
21.70,99312,10314
21.70,99308,10314
21.80,99317,10291
21.80,99315,10339
21.80,99313,10235
21.80,99314,10390
21.80,99315,10235
21.80,99313,10288
21.80,99315,10287
21.80,99313,10364
21.80,99313,10230
21.80,99318,10287
21.80,99317,10364
21.80,99321,10208
21.80,99312,10291
21.80,99314,10235
21.80,99320,10287
21.80,99311,10306
21.80,99315,10235
21.80,99321,10390
21.80,99318,10263
21.80,99317,10263
21.80,99310,10418
21.80,99319,10314
21.80,99314,10235
21.80,99315,10263
21.80,99314,10263
21.80,99315,10288
21.80,99316,10308
21.80,99318,10264
21.80,99317,10291
21.80,99313,10237
21.80,99307,10262
21.80,99315,10389
21.80,99311,10263
21.80,99315,10435
21.80,99316,10288
21.80,99310,10210
21.80,99314,10237
21.80,99314,10235
21.80,99314,10339
21.80,99314,10263
21.80,99320,10314
21.80,99317,10264
21.80,99316,10263
21.80,99314,10263
21.80,99311,10262
21.80,99319,10314
21.80,99316,10365
21.80,99317,10339
21.80,99315,10263
21.80,99321,10237
21.80,99309,10235
21.80,99312,10235
21.80,99313,10339
21.80,99315,10235
21.80,99315,10235
21.80,99315,10237
21.80,99315,10235
21.80,99317,10260
21.80,99315,10235
21.80,99317,10314
21.80,99313,10235
21.80,99316,10314
21.80,99315,10443
21.80,99316,10235
21.80,99314,10263
21.80,99315,10237
21.80,99317,10390
21.80,99313,10314
21.80,99318,10263
21.80,99320,10212
21.80,99314,10239
21.80,99318,10420
21.80,99317,10287
21.80,99318,10292
21.80,99319,10369
21.80,99319,10267
21.80,99320,10264
21.80,99318,10239
21.80,99321,10342
21.80,99320,10292
21.80,99320,10291
21.80,99321,10291
21.80,99321,10238
21.80,99319,10260
21.80,99313,10294
21.80,99319,10396
21.80,99313,10243
21.80,99320,10242
21.80,99319,10294
21.80,99300,10242
21.80,99314,10235
21.80,99317,10242
21.80,99316,10242
21.80,99319,10235
21.80,99317,10293
21.70,99316,10214
21.80,99319,10239
21.80,99317,10292
21.80,99309,10266
21.80,99317,10264
21.80,99322,10344
21.80,99313,10214
21.70,99314,10293
21.70,99313,10287
21.70,99319,10241
21.70,99316,10267
21.70,99314,10317
21.70,99315,10414
21.70,99313,10213
21.70,99314,10317
21.70,99313,10239
21.70,99318,10267
21.70,99316,10317
21.70,99313,10318
21.70,99315,10440
21.70,99314,10291
21.70,99317,10239
21.70,99309,10266
21.70,99315,10233
21.70,99314,10238
21.70,99315,10289
21.70,99317,10212
21.70,99320,10237
21.70,99316,10238
21.70,99318,10291
21.70,99319,10238
21.70,99320,10264
21.70,99314,10264
21.70,99314,10238
21.70,99322,10237
21.70,99323,10238
21.70,99317,10264
21.70,99316,10237
21.70,99316,10212
21.70,99318,10237
21.70,99316,10213
21.70,99312,10239
21.70,99313,10238
21.70,99317,10394
21.70,99306,10266
21.70,99317,10317
21.70,99319,10317
21.70,99322,10266
21.70,99321,10318
21.70,99320,10239
21.70,99322,10238
21.70,99317,10394
21.70,99316,10291
21.70,99320,10238
21.70,99312,10266
21.70,99318,10267
21.70,99321,10287
21.70,99313,10369
21.70,99325,10292
21.70,99319,10241
21.70,99316,10260
21.70,99323,10242
21.70,99315,10293
21.70,99316,10318
21.70,99316,10318
21.70,99316,10369
21.70,99316,10239
21.70,99313,10208
21.70,99315,10264
21.70,99314,10267
21.70,99316,10396
21.70,99314,10339
21.70,99306,10266
21.70,99314,10419
21.60,99316,10213
21.70,99316,10363
21.70,99307,10264
21.60,99314,10317
21.70,99313,10238
21.60,99315,10239
21.60,99319,10264
21.60,99319,10266
21.60,99313,10266
21.60,99308,10317
21.60,99318,10294
21.60,99321,10259
21.60,99316,10241
21.60,99316,10319
21.60,99318,10264
21.60,99314,10238
21.60,99315,10264
21.60,99317,10393
21.60,99316,10284
21.60,99311,10264
21.60,99315,10264
21.60,99314,10317
21.60,99315,10266
21.60,99316,10266
21.60,99322,10264
21.60,99319,10231
21.60,99319,10292
21.60,99316,10292
21.60,99315,10317
21.60,99313,10241
21.60,99325,10241
21.60,99316,10266
21.70,99321,10292
21.60,99313,10292
21.60,99316,10266
21.70,99312,10292
21.60,99316,10292
21.60,99318,10293
21.60,99319,10371
21.60,99317,10239
21.60,99319,10267
21.60,99311,10293
21.60,99315,10293
21.60,99318,10239
21.60,99314,10396
21.60,99316,10241
21.60,99316,10241
21.60,99319,10266
21.60,99317,10239
21.60,99316,10241
21.60,99321,10241
21.60,99316,10213
21.60,99318,10267
21.60,99313,10213
21.60,99319,10293
21.60,99314,10267
21.60,99316,10241
21.60,99317,10213
21.60,99313,10292
21.60,99315,10213
21.60,99321,10293
21.60,99313,10214
21.60,99314,10287
21.60,99316,10239
21.60,99319,10266
21.60,99321,10213
21.60,99320,10239
21.60,99315,10394
21.60,99312,10241
21.60,99317,10293
21.60,99320,10292
21.60,99313,10318
21.60,99310,10293
21.60,99312,10389
21.60,99309,10344
21.60,99313,10241
21.60,99308,10268
21.60,99308,10267
21.60,99310,10241
21.60,99309,10318
21.60,99319,10241
21.60,99313,10213
21.60,99315,10214
21.60,99311,10363
21.60,99309,10267
21.60,99313,10241
21.60,99321,10213
21.60,99318,10241
21.60,99315,10239
21.60,99321,10241
21.60,99309,10213
21.60,99313,10292
21.60,99314,10292
21.60,99314,10310
21.60,99310,10212
21.60,99314,10368
21.60,99311,10213
21.60,99315,10264
21.60,99311,10213
21.60,99319,10292
21.60,99312,10264
21.60,99312,10291
21.60,99315,10266
21.60,99316,10264
21.60,99313,10291
21.60,99319,10266
21.60,99309,10292
21.60,99316,10264
21.60,99309,10266
21.60,99315,10291
21.60,99314,10361
21.60,99310,10212
21.60,99312,10317
21.60,99321,10315
21.60,99319,10386
21.60,99315,10289
21.60,99316,10210
21.60,99315,10292
21.60,99310,10239
21.60,99310,10264
21.60,99311,10264
21.60,99308,10293
21.60,99310,10368
21.60,99312,10264
21.60,99315,10292
21.60,99315,10291
21.60,99310,10238
21.60,99309,10266
21.60,99315,10266
21.60,99316,10292
21.60,99314,10239
21.60,99317,10287
21.60,99312,10264
21.60,99318,10264
21.60,99317,10292
21.60,99314,10292
21.60,99317,10239
21.60,99315,10293
21.60,99311,10285
21.60,99308,10470
21.60,99310,10292
21.60,99310,10292
21.60,99315,10260
21.60,99310,10293
21.60,99314,10213
21.60,99316,10267
21.60,99314,10293
21.60,99312,10241
21.60,99315,10241
21.60,99320,10241
21.60,99316,10241
21.60,99310,10241
21.60,99315,10414
21.60,99312,10344
21.60,99308,10292
21.60,99313,10344
21.60,99315,10259
21.60,99313,10267
21.60,99315,10214
21.60,99312,10318
21.60,99315,10214
21.60,99314,10420
21.60,99310,10264
21.60,99311,10234
21.60,99311,10266
21.60,99312,10266
21.60,99312,10264
21.60,99316,10368
21.60,99311,10266
21.60,99310,10317
21.60,99307,10285
21.60,99308,10239
21.60,99313,10241
21.60,99312,10292
21.60,99309,10292
21.60,99309,10318
21.60,99315,10292
21.60,99316,10363
21.60,99313,10317
21.60,99314,10241
21.60,99300,10241
21.60,99312,10239
21.60,99309,10343
21.60,99311,10344
21.60,99310,10239
21.60,99314,10268
21.60,99313,10294
21.60,99313,10242
21.60,99311,10239
21.60,99312,10241
21.60,99317,10344
21.60,99314,10266
21.60,99311,10239
21.60,99311,10239
21.60,99311,10266
21.60,99314,10241
21.60,99312,10214
21.60,99313,10368
21.60,99307,10292
21.60,99304,10239
21.60,99316,10292
21.60,99311,10259
21.60,99309,10293
21.60,99306,10239
21.60,99311,10343
21.60,99314,10292
21.60,99312,10266
21.60,99313,10213
21.60,99315,10287
21.60,99310,10293
21.60,99313,10292
21.60,99306,10213
21.60,99312,10293
21.60,99311,10241
21.60,99311,10344
21.60,99307,10234
21.60,99314,10293
21.60,99308,10292
21.60,99308,10266
21.60,99306,10213
21.60,99312,10239
21.60,99309,10267
21.60,99308,10292
21.60,99313,10293
21.60,99308,10292
21.60,99313,10287
21.60,99310,10293
21.60,99317,10241
21.60,99317,10241
21.60,99311,10397
21.60,99305,10242
21.60,99309,10319
21.60,99313,10365
21.60,99313,10268
21.60,99313,10268
21.60,99314,10267
21.50,99309,10268
21.60,99308,10267
21.60,99309,10319
21.60,99315,10216
21.60,99314,10371
21.50,99312,10319
21.50,99308,10319
21.60,99310,10262
21.60,99311,10241
21.60,99314,10319
21.60,99318,10448
21.60,99310,10292
21.50,99314,10241
21.60,99311,10241
21.60,99309,10241
21.50,99308,10292
21.50,99309,10368
21.50,99312,10266
21.60,99314,10234
21.60,99313,10213
21.60,99314,10266
21.50,99312,10266
21.60,99314,10369
21.60,99314,10318
21.50,99313,10266
21.50,99315,10258
21.60,99313,10368
21.60,99314,10317
21.60,99312,10266
21.60,99311,10440
21.60,99313,10239
21.60,99318,10293
21.60,99314,10293
21.60,99315,10363
21.50,99311,10344
21.50,99314,10344
21.60,99309,10396
21.50,99312,10241
21.50,99314,10396
21.50,99315,10447
21.50,99312,10293
21.50,99312,10396
21.60,99300,10216
21.50,99305,10241
21.50,99308,10343
21.50,99310,10268
21.50,99311,10344
21.50,99307,10293
21.50,99306,10292
21.60,99309,10293
21.50,99309,10267
21.50,99310,10293
21.60,99308,10344
21.50,99312,10241
21.50,99310,10241
21.60,99314,10319
21.60,99307,10397
21.50,99309,10242
21.60,99313,10268
21.60,99311,10371
21.60,99316,10217
21.60,99314,10267
21.60,99298,10216
21.60,99311,10268
21.60,99313,10267
21.60,99320,10270
21.60,99311,10241
21.60,99317,10268
21.60,99304,10243
21.60,99307,10369
21.60,99314,10262
21.60,99311,10396
21.60,99316,10396
21.60,99312,10268
21.60,99315,10267
21.60,99313,10241
21.60,99323,10242
21.60,99307,10241
21.60,99313,10292
21.60,99316,10268
21.60,99318,10268
21.60,99311,10268
21.60,99313,10241
21.60,99307,10268
21.60,99312,10263
21.60,99316,10241
21.60,99312,10396
21.60,99315,10293
21.60,99318,10389
21.60,99315,10292
21.60,99318,10239
21.60,99322,10293
21.60,99317,10292
21.60,99322,10264
21.60,99321,10238
21.60,99317,10336
21.60,99312,10292
21.60,99316,10420
21.60,99314,10213
21.60,99316,10338
21.60,99315,10241
21.60,99317,10419
21.60,99317,10241
21.60,99318,10285
21.60,99308,10292
21.60,99315,10319
21.60,99318,10294
21.60,99314,10216
21.60,99317,10268
21.60,99317,10296
21.60,99310,10217
21.60,99314,10268
21.60,99314,10245
21.60,99311,10342
21.60,99316,10296
21.60,99314,10398
21.60,99314,10372
21.60,99315,10270
21.60,99309,10296
21.60,99313,10424
21.60,99311,10372
21.60,99318,10217
21.60,99310,10296
21.60,99313,10268
21.60,99316,10296
21.60,99316,10289
21.60,99309,10372
21.60,99315,10270
21.60,99311,10243
21.60,99318,10289
21.60,99312,10217
21.60,99318,10270
21.60,99318,10263
21.60,99313,10268
21.60,99316,10270
21.60,99314,10217
21.60,99314,10245
21.60,99314,10243
21.60,99310,10296
21.60,99316,10268
21.60,99321,10294
21.50,99312,10294
21.50,99310,10238
21.50,99311,10296
21.50,99309,10270
21.50,99315,10245
21.50,99311,10294
21.50,99316,10217
21.50,99315,10294
21.50,99316,10294
21.60,99311,10268
21.50,99323,10321
21.50,99316,10270
21.60,99313,10422
21.50,99315,10424
21.50,99318,10268
21.50,99310,10268
21.50,99310,10241
21.50,99312,10372
21.60,99318,10270
21.50,99315,10242
21.60,99315,10372
21.50,99313,10296
21.50,99315,10268
21.50,99314,10418
21.50,99311,10296
21.50,99317,10297
21.50,99318,10217
21.50,99312,10270
21.50,99315,10397
21.50,99307,10296
21.50,99310,10296
21.50,99311,10419
21.50,99314,10297
21.50,99318,10245
21.50,99312,10268
21.50,99315,10296
21.50,99314,10296
21.50,99313,10296
21.50,99315,10296
21.50,99314,10373
21.50,99318,10348
21.50,99321,10270
21.50,99317,10243
21.50,99314,10347
21.50,99312,10321
21.50,99318,10296
21.50,99315,10264
21.50,99312,10245
21.50,99310,10272
21.50,99314,10245
21.50,99311,10245
21.50,99310,10399
21.50,99307,10296
21.50,99310,10238
21.50,99309,10271
21.50,99315,10245
21.50,99312,10272
21.50,99314,10445
21.50,99313,10323
21.50,99309,10271
21.50,99310,10271
21.50,99313,10271
21.50,99316,10246
21.50,99314,10323
21.50,99314,10318
21.50,99313,10272
21.50,99315,10272
21.50,99310,10300
21.50,99312,10368
21.50,99313,10298
21.50,99317,10298
21.50,99310,10272
21.50,99317,10298
21.50,99312,10249
21.50,99313,10402
21.50,99314,10273
21.50,99313,10247
21.50,99312,10249
21.50,99313,10402
21.50,99311,10344
21.50,99311,10247
21.50,99319,10326
21.50,99310,10247
21.50,99314,10247
21.50,99315,10378
21.50,99313,10249
21.50,99314,10268
21.50,99315,10275
21.50,99309,10273
21.50,99317,10430
21.50,99320,10216
21.50,99318,10301
21.50,99313,10275
20.60,99337,10210
20.60,99339,10424
20.60,99339,10271
20.60,99336,10449
20.60,99343,10270
20.60,99337,10270
20.60,99343,10424
20.60,99341,10271
20.60,99343,10296
20.60,99341,10347
20.60,99347,10373
20.60,99340,10348
20.60,99336,10270
20.60,99348,10368
20.60,99336,10322
20.60,99338,10271
20.60,99339,10322
20.60,99338,10444
20.60,99346,10373
20.60,99340,10270
20.60,99333,10270
20.60,99337,10419
20.60,99337,10323
20.60,99337,10322
20.60,99339,10270
20.60,99340,10373
20.60,99340,10373
20.60,99331,10270
20.60,99340,10426
20.60,99336,10373
20.60,99340,10393
20.60,99337,10348
20.60,99338,10271
20.60,99338,10271
20.60,99334,10418
20.60,99341,10495
20.60,99344,10271
20.60,99342,10270
20.60,99337,10373
20.60,99334,10419
20.60,99340,10270
20.60,99341,10323
20.60,99343,10426
20.60,99340,10322
20.60,99339,10271
20.60,99337,10323
20.60,99342,10375
20.60,99341,10297
20.60,99340,10317
20.60,99341,10321
20.60,99339,10296
20.50,99341,10322
19.70,99376,10426
19.70,99389,10427
19.70,99381,10356
19.70,99378,10279
19.70,99376,10356
19.70,99379,10306
19.70,99379,10279
19.70,99377,10279
19.70,99375,10356
19.70,99379,10300
19.70,99382,10331
19.70,99380,10279
19.70,99378,10279
19.70,99379,10300
19.70,99376,10277
19.70,99379,10357
19.70,99380,10305
19.70,99375,10504
19.70,99380,10427
19.70,99375,10427
19.70,99375,10305
19.70,99378,10407
19.70,99379,10305
19.70,99375,10402
19.70,99379,10277
19.70,99379,10305
19.70,99386,10252
19.70,99379,10427
19.70,99382,10305
19.70,99381,10460
19.70,99381,10356
19.70,99381,10305
19.70,99375,10351
19.70,99376,10330
19.70,99382,10483
19.70,99380,10305
19.70,99383,10305
19.70,99381,10272
19.70,99376,10331
19.70,99379,10277
19.70,99384,10305
19.70,99374,10279
19.70,99379,10330
19.70,99376,10279
19.70,99381,10279
19.70,99382,10277
19.70,99376,10277
19.70,99377,10432
19.70,99371,10355
19.70,99375,10350
19.70,99377,10357
19.70,99380,10305
19.10,99376,10200
19.10,99384,10310
19.10,99384,10462
19.10,99385,10310
19.10,99389,10309
19.10,99385,10361
19.10,99386,10310
19.10,99385,10309
19.10,99391,10310
19.10,99391,10309
19.10,99387,10309
19.10,99390,10363
19.10,99385,10465
19.10,99399,10336
19.10,99387,10407
19.10,99386,10361
19.10,99387,10490
19.10,99390,10283
19.10,99389,10283
19.10,99390,10283
19.10,99387,10439
19.10,99385,10361
19.10,99393,10310
19.10,99389,10305
19.10,99391,10283
19.10,99389,10438
19.10,99385,10335
19.10,99389,10304
19.10,99384,10310
19.10,99386,10284
19.10,99392,10388
19.10,99387,10283
19.10,99399,10312
19.10,99391,10309
19.10,99392,10413
19.10,99392,10309
19.10,99386,10310
19.10,99386,10284
19.10,99390,10335
19.10,99392,10283
19.10,99392,10457
19.10,99388,10361
19.10,99388,10386
19.10,99390,10284
19.10,99392,10439
19.10,99389,10305
19.10,99392,10310
19.10,99395,10363
19.10,99396,10283
19.10,99387,10277
19.10,99394,10335
19.10,99385,10440
18.70,99386,10281
18.70,99377,10365
18.70,99380,10263
18.70,99377,10314
18.70,99389,10441
18.70,99380,10287
18.70,99372,10313
18.70,99384,10417
18.70,99386,10287
18.70,99378,10280
18.70,99380,10313
18.70,99384,10365
18.70,99381,10313
18.70,99381,10359
18.70,99381,10287
18.70,99384,10287
18.70,99382,10313
18.70,99377,10308
18.70,99385,10313
18.70,99379,10314
18.70,99383,10314
18.70,99388,10308
18.70,99384,10314
18.70,99384,10365
18.70,99380,10314
18.70,99384,10314
18.70,99374,10314
18.70,99386,10287
18.70,99392,10339
18.70,99385,10441
18.70,99376,10308
18.70,99387,10365
18.70,99382,10417
18.70,99381,10313
18.70,99384,10313
18.70,99382,10288
18.70,99379,10417
18.70,99377,10443
18.70,99377,10365
18.70,99381,10441
18.70,99382,10308
18.70,99384,10418
18.70,99386,10314
18.70,99379,10469
18.70,99384,10314
18.70,99383,10462
18.70,99376,10339
18.70,99377,10289
18.70,99378,10314
18.70,99382,10417
18.70,99378,10308
18.70,99381,10314
18.60,99369,10231
18.60,99365,10289
18.60,99368,10340
18.60,99366,10342
18.60,99370,10309
18.60,99371,10340
18.60,99366,10340
18.60,99368,10262
18.60,99368,10308
18.60,99367,10262
18.60,99363,10389
18.60,99370,10339
18.60,99369,10288
18.60,99377,10436
18.60,99373,10417
18.60,99366,10313
18.60,99368,10418
18.60,99370,10313
18.60,99375,10285
18.60,99373,10364
18.60,99369,10415
18.60,99373,10312
18.60,99373,10333
18.60,99368,10285
18.60,99373,10259
18.60,99368,10336
18.60,99373,10329
18.60,99371,10334
18.60,99364,10388
18.60,99362,10283
18.70,99365,10304
18.60,99372,10310
18.70,99371,10310
18.70,99366,10439
18.70,99366,10284
18.70,99373,10456
18.70,99371,10411
18.70,99369,10308
18.70,99373,10335
18.70,99374,10334
18.70,99374,10309
18.70,99374,10335
18.70,99373,10309
18.70,99365,10283
18.70,99370,10283
18.70,99369,10283
18.70,99376,10283
18.70,99373,10329
18.70,99373,10283
18.70,99370,10306
18.70,99372,10280
18.70,99374,10281
18.70,99370,10386
18.70,99371,10283
18.70,99368,10310
18.70,99366,10356
18.70,99362,10310
18.70,99375,10258
18.70,99369,10310
18.70,99371,10305
18.70,99370,10361
18.70,99371,10285
18.70,99377,10309
18.70,99371,10431
18.70,99369,10386
18.70,99371,10309
18.70,99374,10439
18.70,99366,10361
18.70,99371,10385
18.70,99370,10310
18.70,99366,10438
18.70,99369,10309
18.70,99366,10386
18.70,99372,10413
18.70,99370,10284
18.70,99372,10414
18.70,99363,10338
18.70,99370,10287
18.70,99366,10304
18.70,99376,10310
18.70,99368,10464
18.70,99367,10283
18.70,99367,10283
18.70,99370,10306
18.70,99366,10280
18.70,99359,10308
18.70,99367,10300
18.70,99362,10308
18.70,99361,10360
18.70,99370,10281
18.70,99368,10326
18.70,99365,10436
18.70,99359,10384
18.70,99366,10359
18.70,99367,10308
18.70,99368,10275
18.70,99372,10359
18.70,99370,10435
18.70,99371,10410
18.70,99374,10410
18.70,99369,10411
18.70,99371,10308
18.70,99372,10462
18.70,99372,10410
18.70,99371,10386
18.70,99372,10283
18.70,99372,10302
18.70,99373,10308
18.70,99365,10334
18.70,99368,10284
18.70,99374,10407
18.70,99369,10363
18.70,99364,10336
18.70,99368,10465
18.70,99363,10309
18.70,99364,10304
18.70,99370,10310
18.70,99372,10310
18.70,99365,10413
18.70,99367,10259
18.70,99367,10310
18.70,99370,10310
18.70,99366,10310
18.70,99370,10304
18.70,99372,10309
18.70,99366,10386
18.70,99367,10413
18.70,99368,10283
18.70,99369,10432
18.70,99375,10456
18.70,99368,10360
18.70,99373,10309
18.70,99367,10334
18.70,99372,10457
18.70,99366,10334
18.70,99373,10283
18.70,99367,10410
18.70,99375,10360
18.70,99376,10301
18.70,99369,10334
18.70,99371,10462
18.70,99373,10308
18.70,99368,10281
18.70,99368,10306
18.70,99373,10308
18.70,99374,10306
18.70,99365,10306
18.70,99367,10280
18.70,99371,10385
18.70,99372,10280
18.70,99365,10280
18.70,99367,10333
18.70,99370,10306
18.70,99365,10306
18.70,99363,10359
18.70,99373,10405
18.70,99372,10334
18.70,99363,10255
18.70,99367,10283
18.70,99367,10273
18.70,99367,10411
18.70,99366,10334
18.70,99366,10334
18.70,99374,10308
18.70,99367,10283
18.70,99362,10335
18.70,99370,10281
18.70,99364,10378
18.70,99365,10409
18.70,99362,10280
18.70,99367,10306
18.70,99364,10306
18.70,99366,10280
18.70,99367,10255
18.70,99362,10281
18.70,99364,10301
18.70,99367,10280
18.70,99359,10333
18.70,99368,10334
18.70,99370,10301
18.70,99364,10306
18.70,99359,10308
18.70,99371,10280
18.70,99369,10352
18.70,99367,10359
18.70,99371,10335
18.70,99367,10283
18.70,99361,10380
18.70,99373,10283
18.70,99369,10334
18.70,99363,10334
18.70,99355,10306
18.70,99367,10281
18.70,99367,10283
18.70,99372,10308
18.70,99364,10301
18.70,99368,10306
18.70,99369,10309
18.70,99366,10306
18.70,99369,10300
18.70,99363,10306
18.70,99357,10308
18.70,99357,10280
18.70,99356,10351
18.70,99361,10255
18.70,99358,10308
18.70,99367,10410
18.70,99366,10481
18.70,99367,10327
18.70,99370,10308
18.70,99356,10306
18.70,99360,10308
18.70,99364,10256
18.70,99365,10333
18.70,99365,10308
18.70,99364,10281
18.70,99370,10280
18.70,99367,10280
18.70,99362,10281
18.70,99361,10273
18.70,99367,10308
18.70,99359,10333
18.70,99361,10384
18.70,99363,10275
18.70,99366,10308
18.70,99357,10309
18.70,99357,10462
18.70,99364,10280
18.70,99370,10333
18.70,99367,10411
18.70,99362,10283
18.70,99369,10435
18.70,99367,10280
18.70,99363,10333
18.70,99369,10281
18.70,99360,10281
18.70,99362,10275
18.70,99363,10333
18.70,99359,10333
18.70,99367,10436
18.70,99366,10384
18.70,99365,10326
18.70,99365,10308
18.70,99367,10308
18.70,99369,10436
18.70,99365,10309
18.70,99368,10306
18.70,99364,10333
18.70,99359,10308
18.70,99358,10283
18.70,99369,10306
18.70,99367,10283
18.70,99362,10410
18.70,99359,10254
18.70,99360,10283
18.70,99356,10462
18.70,99366,10461
18.70,99364,10487
18.70,99376,10308
18.70,99361,10354
18.70,99364,10308
18.70,99369,10462
18.70,99360,10360
18.70,99355,10410
18.70,99360,10281
18.70,99362,10334
18.70,99359,10435
18.70,99369,10306
18.70,99364,10435
18.70,99360,10308
18.70,99357,10283
18.60,99362,10306
18.70,99359,10283
18.70,99366,10249
18.70,99362,10308
18.70,99360,10359
18.70,99362,10308
18.70,99364,10250
18.60,99357,10410
18.70,99363,10334
18.60,99361,10359
18.70,99359,10384
18.60,99362,10308
18.60,99360,10281
18.70,99362,10306
18.70,99365,10280
18.70,99363,10359
18.60,99364,10308
18.60,99362,10334
18.60,99364,10335
18.60,99372,10308
18.60,99359,10435
18.60,99358,10309
18.60,99354,10255
18.60,99359,10275
18.60,99364,10435
18.60,99360,10308
18.60,99364,10280
18.60,99365,10428
18.60,99363,10281
18.60,99364,10280
18.70,99368,10255
18.60,99357,10326
18.60,99369,10281
18.60,99366,10280
18.60,99366,10305
18.60,99370,10306
18.60,99363,10384
18.60,99363,10333
18.60,99364,10359
18.60,99356,10385
18.60,99362,10305
18.60,99366,10308
18.60,99366,10357
18.60,99361,10333
18.60,99366,10300
18.70,99364,10252
18.60,99357,10280
18.60,99355,10280
18.60,99364,10430
18.70,99357,10333
18.60,99362,10308
18.70,99359,10308
18.60,99363,10352
18.60,99363,10281
18.60,99364,10308
18.60,99360,10308
18.60,99360,10380
18.60,99359,10411
18.60,99360,10385
18.60,99368,10360
18.60,99365,10309
18.60,99361,10277
18.60,99365,10308
18.60,99365,10360
18.60,99362,10308
18.60,99362,10407
18.60,99361,10283
18.60,99362,10308
18.60,99369,10308
18.60,99368,10334
18.60,99360,10308
18.60,99363,10308
18.60,99360,10411
18.60,99360,10308
18.60,99365,10334
